categories,id_event,latitude,longitude,participations
"('Arredo', 'Illuminazione', 'Materiali speciali')",1346,45.4497114,9.1746112,6
"('Architettura',)",1520,45.4571652,9.1807779,1
"('Altro', 'Architettura', 'Arte')",1532,45.4571652,9.1807779,1
"('Altro', 'Architettura')",1552,45.4571652,9.1807779,1
"('Altro', 'Architettura')",1511,45.4571652,9.1807779,4
"('Installazioni', 'Living', 'Product Design')",1350,45.4781119,9.2181445,3
"('Architettura', 'Arredo', 'Arte', 'Materiali speciali')",1345,45.538352,9.2474002,11
"('Moda', 'Party', 'Product Design')",1366,45.4682844,9.1989759,5
"('Architettura', 'Arte')",1384,45.4566859,9.2084688,4
"('Altro', 'Arredo', 'Arte', 'Bagno', 'Conferenze, workshop', 'Cucina', 'Moda', 'Food & beverage', 'Illuminazione', 'Living', 'Product Design')",1390,45.450816,9.2061584,14
"('Architettura', 'Arredo', 'Arte', 'Food & beverage', 'Illuminazione')",1391,45.4632666,9.2005058,6
"('Arredo', 'Arte', 'Illuminazione', 'Installazioni', 'Living', 'Product Design')",1556,45.4573713,9.1880759,9
"('Illuminazione',)",1393,45.4573713,9.1880759,31
"('Arredo', 'Living', 'Party', 'Product Design')",1406,45.4614745,9.1905653,13
"('Architettura', 'Arredo', 'Food & beverage', 'Illuminazione', 'Living', 'Party', 'Product Design')",1420,45.4690843,9.1979178,5
"('Architettura', 'Arredo', 'Food & beverage', 'Grafica', 'Installazioni', 'Living', 'Party', 'Product Design')",1421,45.4648513,9.1979052,13
"('Altro', 'Architettura', 'Arredo', 'Arte', 'Esterni', 'Installazioni', 'Materiali speciali', 'Party', 'Product Design', 'Tecnologia')",1424,45.4637418,9.1984708,1
"('Altro',)",1429,45.4507024,9.1579861,2
(),1599,45.4507024,9.1579861,3
"('Arte', 'Grafica')",1431,45.4756262,9.2124556,1
"('Architettura', 'Arredo', 'Arte', 'Food & beverage', 'Party')",1441,45.4498268,9.1679536,1
"('Arredo', 'Arte', 'Moda', 'Food & beverage', 'Party', 'Product Design')",1464,45.4498268,9.1679536,4
"('Architettura', 'Arredo', 'Arte', 'Moda', 'Food & beverage', 'Installazioni', 'Party', 'Product Design')",1461,45.4498268,9.1679536,2
"('Illuminazione', 'Product Design')",1452,45.4712698,9.1952523,1
"('Arredo', 'Moda', 'Food & beverage', 'Party')",1460,45.4840601,9.1637652,11
"('Arte', 'Conferenze, workshop', 'Grafica', 'Installazioni', 'Materiali speciali')",1470,45.4805856,9.1668378,2
"('Product Design',)",1478,45.4654219,9.1859243,10
"('Arredo', 'Arte', 'Cucina', 'Moda', 'Living')",1482,45.4671449,9.1979536,2
"('Arredo',)",1483,45.4613031,9.1835653,2
"('Architettura', 'Moda', 'Food & beverage', 'Installazioni', 'Materiali speciali', 'Party', 'Product Design')",1485,45.4728094,9.1895784,3
"('Altro', 'Arredo', 'Illuminazione')",1487,45.4688547,9.1999536,26
"('Altro', 'Food & beverage')",1490,45.4865665,9.2064977,58
"('Food & beverage',)",1493,45.4752736,9.1852913,5
"('Altro', 'Arredo', 'Cucina', 'Installazioni')",1517,45.4577267,9.1726231,2
"('Arte', 'Moda', 'Grafica', 'Product Design')",1498,45.4966089,9.1134104,5
"('Architettura', 'Arredo', 'Arte', 'Moda', 'Gioielli', 'Grafica')",1534,45.4826458,9.2422616,10
"('Arte',)",1503,45.4409221,9.1634589,2
"('Arte', 'Moda', 'Gioielli')",1506,45.4869903,9.1845687,3
"('Arte',)",1507,45.4851147,9.2461658,5
(),1510,45.4675603,9.214117,1
"('Cucina', 'Food & beverage', 'Party')",1515,45.445789,9.213158,7
"('Altro', 'Architettura', 'Arredo', 'Arte', 'Conferenze, workshop', 'Moda', 'Gioielli', 'Illuminazione', 'Installazioni', 'Living', 'Materiali speciali', 'Party', 'Product Design')",1430,45.4659761,9.2315958,8
"('Giochi, giocattoli', 'Installazioni', 'Product Design')",1524,45.4444092,9.1957876,4
"('Architettura', 'Installazioni', 'Product Design')",1529,45.4688638,9.1814372,4
"('Cucina', 'Food & beverage', 'Living', 'Product Design')",1537,45.4509074,9.1712743,1
"('Party',)",1540,45.4642811,9.174866,11
"('Moda', 'Gioielli')",1545,45.469828,9.1851697,1
"('Food & beverage', 'Party')",1579,45.4866779,9.1866738,7
"('Conferenze, workshop',)",1550,45.4840638,9.2447871,1
"('Arte',)",1558,45.48405,9.24296,7
"('Architettura',)",1561,45.4619777,9.1866322,1
"('Altro', 'Arredo', 'Arte', 'Cucina', 'Esterni', 'Moda', 'Food & beverage', 'Gioielli', 'Grafica')",1602,45.4497004,9.1745035,4
"('Architettura', 'Arredo', 'Arte', 'Illuminazione', 'Installazioni')",1563,45.4406752,9.1547035,1
"('Arredo', 'Arte', 'Moda', 'Gioielli', 'Grafica', 'Installazioni')",1565,45.4764388,9.2076443,3
"('Architettura', 'Conferenze, workshop', 'Installazioni')",1584,45.5144341,9.2290247,2
"('Arte', 'Food & beverage')",1382,45.4511252,9.1539703,14
"('Food & beverage',)",1586,45.4679345,9.1857032,3
"('Conferenze, workshop',)",1585,45.4679345,9.1857032,2
"('Food & beverage',)",1589,45.457074,9.1632345,9
"('Conferenze, workshop',)",1591,45.4553953,9.162575,2
"('Arredo', 'Moda', 'Installazioni', 'Party')",1595,45.4812041,9.1873343,1
"('Moda', 'Installazioni')",1601,45.4813161,9.1870909,2
"('Food & beverage',)",1604,45.4631845,9.1342411,7
"('Arredo', 'Living', 'Party')",1605,45.4645863,9.1930181,3
"('Arredo',)",1292,45.4529865,9.1659464,28
"('Arredo', 'Living', 'Product Design')",707,45.4723263,9.1847888,29
"('Arredo', 'Giochi, giocattoli', 'Product Design')",664,45.4535803,9.1621007,51
"('Product Design',)",108,45.4676541,9.2063538,37
"('Altro', 'Architettura', 'Grafica', 'Living', 'Product Design', 'Tecnologia')",723,45.4697074,9.1843046,49
"('Architettura', 'Illuminazione', 'Installazioni', 'Party', 'Product Design')",904,45.4668515,9.1995489,60
"('Architettura', 'Arredo', 'Illuminazione', 'Living', 'Product Design')",980,45.471807,9.1736961,24
"('Bagno', 'Installazioni')",1120,45.471807,9.1736961,1
"('Architettura', 'Living', 'Product Design')",1214,45.471807,9.1736961,8
"('Arredo', 'Arte', 'Product Design')",1050,45.471807,9.1736961,10
"('Arte', 'Food & beverage', 'Product Design', 'Tecnologia')",1171,45.471807,9.1736961,23
"('Product Design',)",1046,45.471807,9.1736961,19
"('Arte', 'Product Design')",1580,45.471807,9.1736961,7
"('Arredo', 'Cucina', 'Food & beverage', 'Illuminazione', 'Installazioni', 'Product Design')",1151,45.460064,9.205907,113
"('Arredo', 'Food & beverage', 'Gioielli', 'Illuminazione', 'Product Design')",828,45.4829034,9.1834614,44
"('Arredo', 'Bagno', 'Esterni', 'Living', 'Product Design')",821,45.474881,9.187224,22
"('Arte',)",995,45.4657007,9.1720901,12
"('Altro', 'Architettura', 'Arredo', 'Arte', 'Living', 'Product Design')",820,45.4714159,9.1842753,7
"('Altro', 'Arredo', 'Arte')",824,45.4715744,9.1851313,3
"('Altro', 'Arredo')",890,45.4721046,9.1863623,10
"('Altro', 'Arredo')",548,45.4721046,9.1863623,24
"('Installazioni',)",860,45.4510823,9.1600817,86
"('Arredo', 'Bagno', 'Cucina', 'Living', 'Product Design')",797,45.4748584,9.1870063,74
"('Arredo', 'Arte', 'Illuminazione', 'Installazioni', 'Product Design')",1197,45.4748584,9.1870063,1
"('Arredo',)",882,45.481075,9.186792,9
"('Altro', 'Moda', 'Grafica', 'Installazioni', 'Materiali speciali', 'Tecnologia')",966,45.484195,9.24298,23
"('Altro', 'Illuminazione', 'Installazioni', 'Materiali speciali', 'Product Design', 'Tecnologia')",972,45.484195,9.24298,6
"('Altro', 'Arredo', 'Installazioni', 'Materiali speciali', 'Product Design', 'Tecnologia')",970,45.484195,9.24298,6
"('Altro', 'Architettura', 'Arredo', 'Arte', 'Grafica', 'Illuminazione', 'Installazioni', 'Product Design')",965,45.484195,9.24298,56
(),1011,45.484195,9.24298,14
"('Altro', 'Arredo', 'Illuminazione', 'Installazioni', 'Materiali speciali', 'Product Design')",974,45.484195,9.24298,20
"('Arredo', 'Illuminazione', 'Product Design')",628,45.48377,9.243725,21
"('Arredo', 'Illuminazione', 'Installazioni', 'Product Design')",945,45.483634,9.24379,8
"('Altro', 'Arredo', 'Installazioni', 'Living', 'Product Design')",942,45.483634,9.24379,19
(),944,45.483634,9.24379,15
"('Architettura', 'Arredo', 'Cucina', 'Living', 'Product Design', 'Tecnologia')",746,45.47744,9.18451,48
"('Architettura', 'Arredo', 'Arte', 'Cucina', 'Installazioni', 'Product Design', 'Tecnologia')",872,45.47744,9.18451,6
"('Cucina',)",1198,45.47744,9.18451,24
"('Altro', 'Arredo')",819,45.4690817,9.1869369,6
"('Altro',)",668,45.453299,9.167165,39
"('Arredo', 'Materiali speciali', 'Product Design')",558,45.453299,9.167165,8
"('Arredo', 'Living')",1375,45.45287,9.166804,22
"('Arredo',)",656,45.45323,9.165557,22
"('Altro', 'Arredo', 'Installazioni', 'Product Design')",976,45.484185,9.242797,14
"('Architettura', 'Arredo', 'Arte', 'Esterni', 'Living', 'Tecnologia')",737,45.47505,9.186299,10
"('Altro', 'Arredo')",720,45.4696002,9.1835282,27
"('Architettura', 'Arredo', 'Living', 'Product Design')",814,45.4689526,9.1862607,8
(),822,45.471575,9.186072,3
"('Arredo', 'Arte', 'Esterni', 'Illuminazione', 'Product Design')",756,45.474881,9.187224,14
"('Tecnologia',)",581,45.45149,9.162278,142
(),1371,45.4516093,9.162278,46
"('Product Design',)",1448,45.45149,9.162278,61
"('Esterni', 'Moda', 'Food & beverage', 'Living', 'Party')",1029,45.452683,9.173438,50
"('Arte', 'Moda', 'Food & beverage', 'Living', 'Party')",1025,45.452683,9.173438,33
"('Arredo', 'Arte', 'Moda', 'Food & beverage', 'Gioielli', 'Illuminazione', 'Installazioni', 'Living', 'Party', 'Product Design')",1621,45.452683,9.173438,6
"('Architettura', 'Arredo', 'Esterni', 'Installazioni', 'Product Design')",1407,45.473602,9.195083,26
"('Architettura', 'Arredo', 'Esterni', 'Living', 'Product Design')",749,45.469803,9.18716,2
"('Product Design',)",659,45.4516093,9.162211,37
"('Architettura', 'Arredo', 'Conferenze, workshop', 'Installazioni', 'Living')",999,45.46944,9.177622,11
"('Arredo', 'Product Design')",788,45.472118,9.186466,5
"('Arredo', 'Cucina', 'Food & beverage', 'Product Design')",728,45.471932,9.182062,10
"('Altro', 'Architettura', 'Arredo', 'Arte', 'Cucina', 'Living', 'Product Design', 'Tecnologia')",743,45.4729321,9.1874223,19
"('Arredo', 'Cucina', 'Food & beverage', 'Illuminazione', 'Living', 'Materiali speciali', 'Product Design')",615,45.480502,9.185941,12
"('Arredo', 'Arte', 'Cucina', 'Illuminazione', 'Living', 'Materiali speciali', 'Product Design')",1205,45.480502,9.185941,5
"('Arredo', 'Cucina', 'Living')",830,45.480502,9.185941,12
"('Altro', 'Grafica')",626,45.452488,9.16513,64
"('Altro', 'Architettura', 'Arredo', 'Arte', 'Illuminazione', 'Living')",713,45.474492,9.187107,69
"('Installazioni', 'Product Design', 'Tecnologia')",1419,45.451225,9.160838,181
"('Installazioni', 'Party', 'Product Design')",1239,45.468941,9.18103,62
"('Arte', 'Moda', 'Food & beverage', 'Party')",1357,45.464425,9.16663,5
"('Arte', 'Moda', 'Food & beverage', 'Party')",1358,45.464425,9.16663,15
"('Moda', 'Food & beverage', 'Party', 'Product Design')",1356,45.464425,9.16663,2
"('Arredo', 'Conferenze, workshop', 'Food & beverage', 'Gioielli', 'Illuminazione', 'Installazioni', 'Living', 'Tecnologia')",985,45.464425,9.16663,85
"('Food & beverage',)",1347,45.464425,9.16663,82
"('Conferenze, workshop', 'Installazioni', 'Tecnologia')",1351,45.464425,9.16663,15
"('Illuminazione', 'Installazioni', 'Product Design', 'Tecnologia')",1349,45.464425,9.16663,22
"('Esterni', 'Moda', 'Food & beverage', 'Party')",1354,45.464425,9.16663,3
"('Moda', 'Food & beverage', 'Party', 'Product Design')",1355,45.464425,9.16663,4
"('Esterni', 'Food & beverage', 'Party', 'Product Design')",1353,45.464425,9.16663,10
"('Illuminazione', 'Product Design')",722,45.471955,9.18542,110
"('Architettura', 'Arredo', 'Arte', 'Installazioni', 'Living', 'Materiali speciali', 'Party', 'Product Design')",1255,45.472778,9.184788,9
"('Altro', 'Architettura', 'Arredo', 'Arte', 'Installazioni', 'Living', 'Materiali speciali', 'Party', 'Product Design')",652,45.472778,9.184788,10
"('Arredo', 'Arte', 'Living', 'Product Design')",700,45.472778,9.184788,12
"('Arredo', 'Cucina')",775,45.47012,9.182595,40
"('Altro', 'Conferenze, workshop')",1265,45.476605,9.190471,17
(),1223,45.453908,9.163139,93
"('Party', 'Product Design')",1056,45.459812,9.191629,12
"('Arredo', 'Party', 'Product Design')",1152,45.459812,9.191629,7
"('Arte', 'Moda', 'Product Design')",711,45.478733,9.18544,19
"('Altro', 'Architettura', 'Arredo', 'Living', 'Product Design')",750,45.4692504,9.1868595,8
"('Architettura', 'Arredo', 'Cucina')",1295,45.4671105,9.201375,18
(),1462,45.4604794,9.194434,10
"('Architettura', 'Installazioni')",1436,45.4604794,9.194434,8
"('Installazioni',)",1437,45.4604794,9.194434,33
"('Altro', 'Installazioni')",1426,45.4604794,9.194434,18
"('Architettura', 'Installazioni', 'Product Design')",1476,45.4604794,9.194434,5
"('Arredo', 'Installazioni', 'Product Design')",1456,45.4604794,9.194434,22
"('Architettura', 'Installazioni', 'Tecnologia')",1425,45.4604794,9.194434,9
"('Installazioni',)",1475,45.4604794,9.194434,5
"('Illuminazione', 'Installazioni')",1474,45.4604794,9.194434,10
"('Architettura', 'Installazioni')",1432,45.4604794,9.194434,5
"('Arredo', 'Cucina', 'Food & beverage', 'Party', 'Product Design')",1412,45.473615,9.1950837,13
"('Architettura', 'Arte')",1414,45.460342,9.1941298,31
"('Esterni',)",1344,45.4630272,9.1748902,26
"('Altro',)",1236,45.4630272,9.1748902,5
"('Architettura', 'Esterni')",1343,45.4630272,9.1748902,2
"('Architettura', 'Arredo', 'Living', 'Product Design')",1362,45.4656812,9.2029051,37
"('Altro',)",593,45.4552487,9.1676286,26
"('Altro', 'Grafica', 'Living', 'Product Design')",1015,45.4840991,9.245126,16
"('Altro', 'Architettura', 'Arredo', 'Arte', 'Grafica', 'Illuminazione', 'Installazioni', 'Living', 'Materiali speciali', 'Product Design', 'Tecnologia')",1182,45.4840991,9.245126,36
(),1188,45.4840991,9.245126,24
"('Living', 'Product Design')",800,45.4724574,9.1852365,5
"('Arte', 'Food & beverage', 'Gioielli', 'Product Design')",752,45.4718754,9.1860375,28
"('Arredo', 'Illuminazione', 'Living', 'Product Design')",809,45.4799033,9.1833335,12
"('Product Design',)",991,45.4647274,9.1980568,22
"('Arredo', 'Product Design')",729,45.4695652,9.1845089,8
"('Arte', 'Food & beverage', 'Product Design')",721,45.473379,9.1879902,15
"('Architettura', 'Living', 'Product Design')",829,45.4719635,9.1820691,46
"('Arredo', 'Esterni', 'Living', 'Product Design')",759,45.4734896,9.1895863,34
"('Altro', 'Food & beverage', 'Grafica', 'Product Design')",695,45.4786399,9.1882675,49
"('Arredo', 'Illuminazione', 'Living')",726,45.4792855,9.1861382,12
"('Arredo', 'Illuminazione', 'Installazioni', 'Product Design')",962,45.4840151,9.2429341,25
"('Arredo', 'Cucina', 'Illuminazione', 'Installazioni', 'Living', 'Product Design')",947,45.4840151,9.2429341,15
"('Altro', 'Illuminazione', 'Installazioni', 'Product Design', 'Tecnologia')",964,45.4840151,9.2429341,6
"('Altro', 'Arredo', 'Grafica', 'Installazioni', 'Materiali speciali', 'Product Design')",946,45.4840151,9.2429341,17
"('Altro', 'Installazioni', 'Product Design')",1018,45.4817774,9.2456798,26
"('Altro', 'Arredo', 'Arte', 'Illuminazione', 'Installazioni', 'Materiali speciali', 'Product Design')",1057,45.4817774,9.2456798,14
"('Altro', 'Arredo', 'Arte', 'Grafica', 'Installazioni', 'Product Design')",977,45.4817082,9.2456139,7
"('Altro', 'Grafica', 'Installazioni', 'Materiali speciali', 'Product Design')",978,45.4817082,9.2456139,20
"('Altro', 'Arte', 'Grafica', 'Product Design')",832,45.4769859,9.1885234,11
"('Tecnologia',)",589,45.4527291,9.1679637,81
"('Arredo', 'Cucina')",757,45.4755914,9.1872906,27
"('Arredo', 'Installazioni', 'Living', 'Party', 'Product Design')",1127,45.452618,9.1654245,10
"('Arredo', 'Product Design')",559,45.452618,9.1654245,15
"('Illuminazione',)",577,45.4542375,9.1634581,46
"('Arredo', 'Living', 'Product Design')",697,45.4716868,9.1860151,62
"('Architettura', 'Arredo', 'Arte', 'Installazioni', 'Living', 'Product Design')",1252,45.4716868,9.1860151,22
"('Materiali speciali', 'Product Design')",669,45.4517569,9.1627973,73
"('Arredo', 'Arte', 'Product Design')",1202,45.4517569,9.1627973,19
"('Architettura', 'Arredo', 'Arte', 'Bagno', 'Cucina', 'Esterni', 'Installazioni', 'Materiali speciali', 'Party', 'Product Design')",665,45.4640737,9.180712,18
"('Moda', 'Food & beverage', 'Living', 'Party')",1028,45.4522928,9.2525646,38
"('Architettura', 'Arredo', 'Living', 'Product Design')",685,45.4751614,9.1871318,17
"('Arredo',)",870,45.4751614,9.1871318,1
(),1133,45.4751614,9.1871318,5
"('Arredo', 'Illuminazione', 'Living', 'Product Design')",40,45.4751614,9.1871318,30
"('Arredo', 'Arte', 'Food & beverage', 'Gioielli', 'Product Design')",689,45.475559,9.187918,20
"('Architettura', 'Arredo', 'Materiali speciali', 'Product Design')",709,45.4748153,9.1871265,35
"('Architettura', 'Arredo', 'Product Design')",993,45.4690363,9.1647773,25
"('Altro', 'Conferenze, workshop', 'Cucina', 'Esterni', 'Food & beverage', 'Installazioni', 'Living', 'Party', 'Product Design')",1185,45.4840442,9.2444895,56
"('Food & beverage',)",1364,45.4840442,9.2444895,58
"('Arredo', 'Arte', 'Illuminazione', 'Living')",765,45.4691164,9.1864263,29
"('Altro', 'Architettura', 'Living')",773,45.4680504,9.1920634,32
"('Architettura', 'Esterni', 'Materiali speciali', 'Tecnologia')",566,45.4680504,9.1920634,18
"('Altro', 'Conferenze, workshop', 'Installazioni')",600,45.4523287,9.1644082,88
"('Altro', 'Architettura', 'Arredo', 'Esterni', 'Living', 'Materiali speciali', 'Product Design')",753,45.4762926,9.1857187,12
"('Architettura', 'Arredo', 'Living', 'Product Design')",772,45.4701728,9.1848165,4
"('Food & beverage', 'Party')",34,45.4580652,9.179615,35
"('Architettura', 'Arredo', 'Cucina', 'Living', 'Product Design')",718,45.4770412,9.1853578,8
"('Altro', 'Architettura', 'Bagno', 'Grafica', 'Illuminazione', 'Living')",815,45.4728743,9.1885136,8
"('Arte', 'Product Design')",751,45.4754694,9.1870442,9
"('Arredo',)",599,45.4531297,9.1672573,15
"('Arredo',)",598,45.4531297,9.1672573,43
"('Arte', 'Installazioni', 'Product Design')",1481,45.4622772,9.1844453,69
"('Arredo', 'Bagno', 'Food & beverage', 'Living', 'Product Design', 'Tecnologia')",745,45.46884,9.18499,20
"('Arte', 'Illuminazione', 'Installazioni')",1455,45.4598778,9.1906516,15
(),64,45.4598778,9.1906516,78
"('Living', 'Product Design')",622,45.4727586,9.1964477,8
"('Moda',)",578,45.45304,9.1714735,25
(),1327,45.45304,9.1714735,5
"('Architettura', 'Arredo', 'Moda', 'Illuminazione', 'Living', 'Product Design')",727,45.4747301,9.1927563,19
"('Product Design', 'Tecnologia')",719,45.47087,9.18348,21
"('Arredo', 'Arte', 'Grafica')",810,45.4781906,9.1882699,6
"('Altro', 'Architettura', 'Bagno', 'Esterni')",717,45.4745038,9.188312,3
"('Product Design',)",716,45.47206,9.18607,13
"('Arredo', 'Arte', 'Gioielli', 'Illuminazione', 'Living')",714,45.47007,9.19164,13
"('Arredo',)",590,45.4514698,9.1725561,83
"('Altro', 'Arte', 'Installazioni')",612,45.4724846,9.1838066,10
"('Grafica',)",629,45.4531742,9.1709032,42
"('Arredo', 'Cucina')",658,45.4531742,9.1709032,6
"('Materiali speciali',)",657,45.4537785,9.1629472,41
"('Installazioni', 'Product Design')",674,45.4517289,9.1627945,51
"('Arredo', 'Living')",1381,45.4517647,9.1632869,4
"('Architettura', 'Installazioni', 'Living', 'Materiali speciali', 'Tecnologia')",1077,45.4517647,9.1632869,18
"('Arredo', 'Living', 'Tecnologia')",1383,45.4517647,9.1632869,7
"('Arredo', 'Illuminazione', 'Living', 'Tecnologia')",1173,45.4517647,9.1632869,1
"('Product Design', 'Tecnologia')",1177,45.4517647,9.1632869,4
"('Arredo', 'Living')",1388,45.4517647,9.1632869,1
"('Architettura', 'Arredo', 'Tecnologia')",1181,45.4517647,9.1632869,3
"('Installazioni',)",1045,45.4517647,9.1632869,10
"('Arredo', 'Living', 'Tecnologia')",1086,45.4517647,9.1632869,5
"('Illuminazione', 'Installazioni', 'Product Design')",28,45.4517647,9.1632869,121
"('Arredo', 'Illuminazione', 'Installazioni', 'Living', 'Product Design', 'Tecnologia')",930,45.4517647,9.1632869,3
(),1397,45.4517647,9.1632869,4
"('Arredo', 'Living', 'Tecnologia')",1083,45.4517647,9.1632869,3
"('Arredo', 'Living', 'Tecnologia')",1395,45.4517647,9.1632869,2
"('Arredo', 'Living', 'Tecnologia')",1400,45.4517647,9.1632869,1
"('Arredo', 'Installazioni', 'Living')",1401,45.4517647,9.1632869,2
"('Arredo', 'Living', 'Tecnologia')",1081,45.4517647,9.1632869,13
"('Materiali speciali', 'Product Design', 'Tecnologia')",1318,45.4517647,9.1632869,16
"('Arredo', 'Living', 'Tecnologia')",1403,45.4517647,9.1632869,2
"('Architettura',)",579,45.4517647,9.1632869,66
"('Living', 'Materiali speciali', 'Tecnologia')",1193,45.4517647,9.1632869,1
"('Cucina',)",106,45.4517647,9.1632869,19
"('Illuminazione', 'Installazioni', 'Living', 'Tecnologia')",1191,45.4517647,9.1632869,7
"('Arredo', 'Living', 'Tecnologia')",1085,45.4517647,9.1632869,19
"('Arredo', 'Living', 'Product Design', 'Tecnologia')",1405,45.4517647,9.1632869,1
"('Arredo', 'Illuminazione', 'Living', 'Product Design', 'Tecnologia')",1409,45.4517647,9.1632869,2
"('Arredo', 'Living', 'Tecnologia')",1526,45.4517647,9.1632869,14
"('Architettura', 'Esterni', 'Materiali speciali')",243,45.4517647,9.1632869,8
"('Arredo', 'Living', 'Tecnologia')",1196,45.4517647,9.1632869,5
"('Arte', 'Living', 'Tecnologia')",1210,45.4517647,9.1632869,5
"('Giochi, giocattoli',)",1544,45.4517647,9.1632869,4
"('Arredo', 'Living', 'Tecnologia')",1410,45.4517647,9.1632869,1
"('Giochi, giocattoli', 'Living', 'Product Design', 'Tecnologia')",1361,45.4517647,9.1632869,5
"('Installazioni', 'Product Design', 'Tecnologia')",610,45.4517647,9.1632869,5
"('Arredo', 'Living', 'Materiali speciali', 'Tecnologia')",1087,45.4517647,9.1632869,21
"('Materiali speciali',)",1110,45.4517647,9.1632869,19
"('Arredo', 'Living', 'Tecnologia')",1089,45.4517647,9.1632869,15
"('Arredo', 'Cucina', 'Living', 'Tecnologia')",1413,45.4517647,9.1632869,2
"('Arredo', 'Living', 'Tecnologia')",1416,45.4517647,9.1632869,1
"('Materiali speciali', 'Product Design', 'Tecnologia')",1427,45.4517647,9.1632869,1
"('Arredo', 'Living', 'Tecnologia')",1527,45.4517647,9.1632869,14
(),1434,45.4517647,9.1632869,1
"('Arte',)",1242,45.4517647,9.1632869,9
"('Arredo', 'Installazioni', 'Living', 'Party', 'Product Design')",868,45.4517647,9.1632869,20
"('Arredo', 'Living', 'Tecnologia')",1486,45.4517647,9.1632869,2
"('Arredo', 'Arte', 'Moda', 'Living')",1352,45.4517647,9.1632869,1
"('Grafica',)",1380,45.4517647,9.1632869,30
"('Living', 'Product Design', 'Tecnologia')",1488,45.4517647,9.1632869,2
"('Arredo', 'Illuminazione', 'Living')",1491,45.4517647,9.1632869,18
"('Arredo', 'Living', 'Tecnologia')",1232,45.4517647,9.1632869,3
"('Arredo', 'Living', 'Tecnologia')",1231,45.4517647,9.1632869,3
"('Architettura', 'Arredo', 'Living', 'Materiali speciali', 'Tecnologia')",1074,45.4517647,9.1632869,70
"('Arredo', 'Living')",1389,45.4517647,9.1632869,1
"('Arredo', 'Living', 'Tecnologia')",1207,45.4517647,9.1632869,2
"('Arredo', 'Living', 'Tecnologia')",1387,45.4517647,9.1632869,2
"('Cucina', 'Food & beverage', 'Materiali speciali')",32,45.4517647,9.1632869,119
"('Arredo', 'Living', 'Tecnologia')",1080,45.4517647,9.1632869,32
"('Arredo', 'Living', 'Tecnologia')",1372,45.4517647,9.1632869,2
"('Arredo', 'Living', 'Materiali speciali')",1240,45.4517647,9.1632869,5
"('Product Design', 'Tecnologia')",1385,45.4517647,9.1632869,23
"('Arredo', 'Living', 'Tecnologia')",1626,45.4517647,9.1632869,1
"('Living', 'Tecnologia')",1178,45.4524277,9.1671696,14
"('Installazioni', 'Tecnologia')",1305,45.4524277,9.1671696,4
"('Altro', 'Living', 'Product Design')",1333,45.4524277,9.1671696,7
"('Cucina', 'Moda', 'Living')",1365,45.4524277,9.1671696,19
"('Arredo', 'Bagno', 'Grafica', 'Installazioni', 'Living', 'Materiali speciali', 'Product Design')",1180,45.4754356,9.1826485,14
"('Arredo', 'Grafica', 'Living', 'Product Design')",826,45.4754356,9.1826485,56
"('Arredo', 'Bagno', 'Product Design')",887,45.4602729,9.2062757,9
"('Installazioni',)",895,45.4527416,9.1647171,86
"('Altro', 'Arredo', 'Living', 'Product Design')",903,45.478749,9.1854494,4
"('Altro', 'Arredo')",769,45.4782556,9.1818843,4
"('Moda', 'Illuminazione')",770,45.4771328,9.187785,31
"('Arte',)",776,45.46853,9.18616,30
"('Altro',)",777,45.4754241,9.1845611,6
"('Altro', 'Arredo', 'Esterni', 'Moda', 'Food & beverage', 'Product Design')",778,45.48098,9.18691,12
"('Altro', 'Arredo', 'Illuminazione')",779,45.4723593,9.1850931,5
"('Arredo', 'Bagno', 'Illuminazione', 'Living', 'Product Design')",780,45.4693438,9.1882173,18
"('Architettura', 'Arredo', 'Product Design')",782,45.4702375,9.1850016,22
"('Arredo', 'Cucina', 'Illuminazione', 'Product Design', 'Tecnologia')",762,45.4681682,9.1891432,7
"('Altro', 'Arredo', 'Arte', 'Gioielli', 'Grafica', 'Living', 'Product Design')",763,45.4721321,9.1836137,3
"('Architettura', 'Arredo', 'Living', 'Product Design')",764,45.4685216,9.1838358,3
"('Architettura', 'Product Design')",766,45.4761223,9.1858068,16
"('Arredo', 'Bagno', 'Product Design')",784,45.4748153,9.1871265,21
"('Architettura', 'Arredo', 'Living', 'Product Design')",785,45.4794376,9.1856305,14
"('Arte', 'Product Design')",786,45.4673593,9.1858262,39
"('Arredo', 'Food & beverage', 'Installazioni', 'Living', 'Party', 'Product Design')",1418,45.4813131,9.191727,5
"('Arredo', 'Living', 'Product Design')",787,45.4813131,9.191727,25
"('Architettura', 'Arredo', 'Arte', 'Conferenze, workshop', 'Food & beverage', 'Grafica', 'Installazioni', 'Living', 'Party', 'Product Design')",1294,45.4813131,9.191727,8
"('Arredo', 'Esterni', 'Living', 'Product Design')",789,45.472338,9.1864182,36
"('Altro', 'Architettura', 'Arte', 'Moda', 'Product Design')",791,45.4791864,9.1860926,23
"('Architettura', 'Arredo', 'Bagno', 'Cucina', 'Living', 'Product Design')",792,45.4748459,9.1832329,31
"('Altro', 'Architettura', 'Living', 'Product Design')",795,45.4654219,9.1859243,28
"('Cucina',)",798,45.4728008,9.1871505,19
"('Arredo', 'Illuminazione', 'Living', 'Product Design')",799,45.4714562,9.1848642,5
"('Grafica', 'Product Design')",801,45.4752736,9.1852913,3
