categories,id_event,latitude,longitude,timeslot,position_count,cell,activity
"Moda,Product Design",897,45.473158,9.209432,2,114,9315399,34213
Product Design,638,45.473158,9.209432,2,114,9315399,34213
"Architettura,Arredo,Product Design",846,45.473158,9.209432,2,114,9315399,34213
"Moda,Product Design",897,45.473158,9.209432,3,119,9315399,33897
Product Design,638,45.473158,9.209432,3,119,9315399,33897
"Architettura,Arredo,Product Design",846,45.473158,9.209432,3,119,9315399,33897
"Arredo,Arte,Installazioni,Product Design",1175,45.475417,9.20789,2,299,9301102,26600
"Altro,Product Design",851,45.4759904,9.2070601,2,357,9301102,26600
Food & beverage,849,45.4762036,9.2077365,2,292,9301102,26600
"Arredo,Arte,Moda,Gioielli,Grafica,Installazioni",1565,45.4764388,9.2076443,2,271,9301102,26600
"Arredo,Arte,Installazioni,Product Design",1175,45.475417,9.20789,3,76,9301102,26481
"Altro,Product Design",851,45.4759904,9.2070601,3,126,9301102,26481
Food & beverage,849,45.4762036,9.2077365,3,67,9301102,26481
"Arredo,Arte,Moda,Gioielli,Grafica,Installazioni",1565,45.4764388,9.2076443,3,73,9301102,26481
"Arredo,Arte,Installazioni,Product Design",1175,45.475417,9.20789,1,155,9301102,18703
"Altro,Product Design",851,45.4759904,9.2070601,1,139,9301102,18703
Food & beverage,849,45.4762036,9.2077365,1,109,9301102,18703
"Arredo,Arte,Moda,Gioielli,Grafica,Installazioni",1565,45.4764388,9.2076443,1,133,9301102,18703
"Arredo,Moda",1619,45.463174,9.211163,2,27,9372584,21792
"Arredo,Moda",1619,45.463174,9.211163,3,6,9372584,18512
"Arredo,Moda",1619,45.463174,9.211163,1,33,9372584,15541
"Altro,Party",1147,45.494598,9.182942,0,7,9193867,11785
"Altro,Party",1147,45.494598,9.182942,3,3,9193867,18627
"Architettura,Arredo,Conferenze, workshop,Esterni,Moda,Gioielli,Illuminazione,Living,Product Design",1153,45.483804,9.243899,1,830,9258236,9884
"Altro,Architettura,Arredo,Arte,Conferenze, workshop,Grafica,Installazioni,Materiali speciali,Product Design,Tecnologia",1309,45.484109,9.244187,1,820,9258236,9884
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,45.4840408,9.2434883,1,859,9258236,9884
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,45.4840408,9.2434883,1,859,9258236,9884
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,45.4840408,9.2434883,1,859,9258236,9884
"Altro,Installazioni,Tecnologia",959,45.4838791,9.2439323,1,842,9258236,9884
"Arredo,Illuminazione,Living",621,45.4840274,9.2446911,1,638,9258236,9884
"Arredo,Installazioni,Product Design",1114,45.484072,9.2450387,1,532,9258236,9884
"Arredo,Illuminazione,Product Design",628,45.48377,9.243725,1,859,9258236,9884
"Arredo,Illuminazione,Installazioni,Product Design",945,45.483634,9.24379,1,840,9258236,9884
"Altro,Arredo,Installazioni,Living,Product Design",942,45.483634,9.24379,1,840,9258236,9884
,944,45.483634,9.24379,1,840,9258236,9884
"Altro,Grafica,Living,Product Design",1015,45.4840991,9.245126,1,473,9258236,9884
"Altro,Architettura,Arredo,Arte,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1182,45.4840991,9.245126,1,473,9258236,9884
,1188,45.4840991,9.245126,1,473,9258236,9884
"Altro,Conferenze, workshop,Cucina,Esterni,Food & beverage,Installazioni,Living,Party,Product Design",1185,45.4840442,9.2444895,1,696,9258236,9884
Food & beverage,1364,45.4840442,9.2444895,1,696,9258236,9884
"Architettura,Arredo,Conferenze, workshop,Esterni,Moda,Gioielli,Illuminazione,Living,Product Design",1153,45.483804,9.243899,2,1555,9258236,16745
"Altro,Architettura,Arredo,Arte,Conferenze, workshop,Grafica,Installazioni,Materiali speciali,Product Design,Tecnologia",1309,45.484109,9.244187,2,1535,9258236,16745
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,45.4840408,9.2434883,2,1572,9258236,16745
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,45.4840408,9.2434883,2,1572,9258236,16745
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,45.4840408,9.2434883,2,1572,9258236,16745
"Altro,Installazioni,Tecnologia",959,45.4838791,9.2439323,2,1577,9258236,16745
"Arredo,Illuminazione,Living",621,45.4840274,9.2446911,2,1041,9258236,16745
"Arredo,Installazioni,Product Design",1114,45.484072,9.2450387,2,976,9258236,16745
"Arredo,Illuminazione,Product Design",628,45.48377,9.243725,2,1637,9258236,16745
"Arredo,Illuminazione,Installazioni,Product Design",945,45.483634,9.24379,2,1624,9258236,16745
"Altro,Arredo,Installazioni,Living,Product Design",942,45.483634,9.24379,2,1624,9258236,16745
,944,45.483634,9.24379,2,1624,9258236,16745
"Altro,Grafica,Living,Product Design",1015,45.4840991,9.245126,2,943,9258236,16745
"Altro,Architettura,Arredo,Arte,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1182,45.4840991,9.245126,2,943,9258236,16745
,1188,45.4840991,9.245126,2,943,9258236,16745
"Altro,Conferenze, workshop,Cucina,Esterni,Food & beverage,Installazioni,Living,Party,Product Design",1185,45.4840442,9.2444895,2,1311,9258236,16745
Food & beverage,1364,45.4840442,9.2444895,2,1311,9258236,16745
"Architettura,Arredo,Conferenze, workshop,Esterni,Moda,Gioielli,Illuminazione,Living,Product Design",1153,45.483804,9.243899,3,420,9258236,13526
"Altro,Architettura,Arredo,Arte,Conferenze, workshop,Grafica,Installazioni,Materiali speciali,Product Design,Tecnologia",1309,45.484109,9.244187,3,396,9258236,13526
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,45.4840408,9.2434883,3,394,9258236,13526
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,45.4840408,9.2434883,3,394,9258236,13526
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,45.4840408,9.2434883,3,394,9258236,13526
"Altro,Installazioni,Tecnologia",959,45.4838791,9.2439323,3,414,9258236,13526
"Arredo,Illuminazione,Living",621,45.4840274,9.2446911,3,331,9258236,13526
"Arredo,Installazioni,Product Design",1114,45.484072,9.2450387,3,316,9258236,13526
"Conferenze, workshop",1550,45.4840638,9.2447871,3,325,9258236,13526
"Arredo,Illuminazione,Product Design",628,45.48377,9.243725,3,424,9258236,13526
"Arredo,Illuminazione,Installazioni,Product Design",945,45.483634,9.24379,3,421,9258236,13526
"Altro,Arredo,Installazioni,Living,Product Design",942,45.483634,9.24379,3,421,9258236,13526
,944,45.483634,9.24379,3,421,9258236,13526
"Altro,Grafica,Living,Product Design",1015,45.4840991,9.245126,3,293,9258236,13526
"Altro,Architettura,Arredo,Arte,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1182,45.4840991,9.245126,3,293,9258236,13526
,1188,45.4840991,9.245126,3,293,9258236,13526
"Altro,Conferenze, workshop,Cucina,Esterni,Food & beverage,Installazioni,Living,Party,Product Design",1185,45.4840442,9.2444895,3,360,9258236,13526
Food & beverage,1364,45.4840442,9.2444895,3,360,9258236,13526
"Altro,Architettura,Arredo,Arte,Living",630,45.462987,9.182752,3,91,9372567,31931
"Altro,Architettura,Arredo,Arte,Living",1199,45.462987,9.182752,3,91,9372567,31931
"Altro,Architettura,Arredo,Arte,Living",1199,45.462987,9.182752,1,214,9372567,30332
"Altro,Architettura,Arredo,Arte,Living",1199,45.462987,9.182752,2,212,9372567,49043
"Arredo,Arte,Moda,Living",1219,45.475865,9.20332,2,192,9301099,30384
"Architettura,Arredo,Arte,Grafica,Product Design",948,45.475865,9.20332,2,192,9301099,30384
"Architettura,Arredo,Arte,Product Design",975,45.4765691,9.2032792,2,165,9301099,30384
"Arredo,Arte,Moda,Living",1219,45.475865,9.20332,3,25,9301099,27429
"Architettura,Arredo,Arte,Grafica,Product Design",948,45.475865,9.20332,3,25,9301099,27429
"Architettura,Arredo,Arte,Product Design",975,45.4765691,9.2032792,3,32,9301099,27429
"Architettura,Arredo,Arte,Grafica,Product Design",948,45.475865,9.20332,1,93,9301099,21973
"Architettura,Arredo,Arte,Product Design",975,45.4765691,9.2032792,1,113,9301099,21973
"Arredo,Bagno,Cucina,Illuminazione,Installazioni,Living,Party",1509,45.467622,9.21405,1,204,9351142,11825
"Architettura,Arte,Illuminazione,Installazioni,Living,Product Design",1131,45.4671586,9.2134782,1,204,9351142,11825
,1510,45.4675603,9.214117,1,204,9351142,11825
"Arredo,Bagno,Cucina,Illuminazione,Installazioni,Living,Party",1509,45.467622,9.21405,2,154,9351142,13870
"Architettura,Arte,Illuminazione,Installazioni,Living,Product Design",1131,45.4671586,9.2134782,2,156,9351142,13870
,1510,45.4675603,9.214117,2,152,9351142,13870
"Arredo,Bagno,Cucina,Illuminazione,Installazioni,Living,Party",1509,45.467622,9.21405,3,71,9351142,13888
"Architettura,Arte,Illuminazione,Installazioni,Living,Product Design",1131,45.4671586,9.2134782,3,54,9351142,13888
,1510,45.4675603,9.214117,3,71,9351142,13888
"Arredo,Food & beverage,Installazioni,Product Design",648,45.479663,9.184383,1,196,9279644,19902
"Arredo,Food & beverage,Living,Product Design",1062,45.479663,9.184383,1,196,9279644,19902
Product Design,1183,45.479663,9.184383,1,196,9279644,19902
"Arredo,Food & beverage,Installazioni,Product Design",648,45.479663,9.184383,2,302,9279644,30323
"Arredo,Food & beverage,Living,Product Design",1062,45.479663,9.184383,2,302,9279644,30323
Product Design,1183,45.479663,9.184383,2,302,9279644,30323
"Arredo,Food & beverage,Installazioni,Product Design",648,45.479663,9.184383,3,143,9279644,31465
"Arredo,Food & beverage,Living,Product Design",1062,45.479663,9.184383,3,143,9279644,31465
Product Design,1183,45.479663,9.184383,3,143,9279644,31465
Product Design,1183,45.479663,9.184383,0,0,9279644,12558
"Arte,Conferenze, workshop,Esterni,Installazioni",681,45.484065,9.18846,2,534,9258202,77260
"Arte,Conferenze, workshop,Esterni,Installazioni",681,45.484065,9.18846,3,93,9258202,44964
"Altro,Architettura,Esterni,Installazioni",1307,45.466128,9.189982,1,289,9358275,75764
"Altro,Architettura,Esterni,Installazioni",1307,45.466128,9.189982,2,489,9358275,127777
"Altro,Architettura,Esterni,Installazioni",1307,45.466128,9.189982,3,224,9358275,75843
"Altro,Arredo,Installazioni",75,45.490225,9.169327,1,15,9222451,9475
"Altro,Arredo,Installazioni",75,45.490225,9.169327,2,53,9222451,11222
"Altro,Arredo,Installazioni",75,45.490225,9.169327,3,9,9222451,10994
"Arredo,Moda",1449,45.451209,9.160854,3,308,9444034,14781
"Arredo,Living,Product Design",843,45.451209,9.160854,3,308,9444034,14781
"Altro,Architettura,Arredo,Arte,Bagno,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",1535,45.451209,9.160854,3,308,9444034,14781
"Altro,Installazioni,Materiali speciali,Tecnologia",1340,45.451209,9.160854,3,308,9444034,14781
"Arredo,Illuminazione,Living,Materiali speciali,Product Design",1250,45.451209,9.160854,3,308,9444034,14781
"Arredo,Arte,Installazioni,Living,Product Design",573,45.451209,9.160854,3,308,9444034,14781
"Arredo,Arte,Moda,Gioielli,Illuminazione,Product Design",864,45.451209,9.160854,3,308,9444034,14781
Product Design,880,45.451209,9.160854,3,308,9444034,14781
"Arredo,Arte",863,45.451209,9.160854,3,308,9444034,14781
"Bagno,Product Design",1176,45.4515503,9.1616272,3,516,9444034,14781
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design",994,45.4515503,9.1616272,3,516,9444034,14781
"Architettura,Arredo,Cucina,Product Design",952,45.45121,9.16084,3,308,9444034,14781
"Installazioni,Product Design,Tecnologia",1419,45.451225,9.160838,3,308,9444034,14781
Arredo,596,45.451,9.160395,3,260,9444034,14781
"Arredo,Living,Product Design",843,45.451209,9.160854,1,416,9444034,10208
"Altro,Architettura,Arredo,Arte,Bagno,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",1535,45.451209,9.160854,1,416,9444034,10208
"Altro,Installazioni,Materiali speciali,Tecnologia",1340,45.451209,9.160854,1,416,9444034,10208
"Arredo,Illuminazione,Living,Materiali speciali,Product Design",1250,45.451209,9.160854,1,416,9444034,10208
"Arredo,Arte,Installazioni,Living,Product Design",573,45.451209,9.160854,1,416,9444034,10208
"Arredo,Arte,Moda,Gioielli,Illuminazione,Product Design",864,45.451209,9.160854,1,416,9444034,10208
Product Design,880,45.451209,9.160854,1,416,9444034,10208
"Arredo,Arte",863,45.451209,9.160854,1,416,9444034,10208
"Bagno,Product Design",1176,45.4515503,9.1616272,1,753,9444034,10208
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design",994,45.4515503,9.1616272,1,753,9444034,10208
"Architettura,Arredo,Cucina,Product Design",952,45.45121,9.16084,1,411,9444034,10208
"Installazioni,Product Design,Tecnologia",1419,45.451225,9.160838,1,412,9444034,10208
Arredo,596,45.451,9.160395,1,358,9444034,10208
"Arredo,Living,Product Design",843,45.451209,9.160854,2,841,9444034,16250
"Altro,Architettura,Arredo,Arte,Bagno,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",1535,45.451209,9.160854,2,841,9444034,16250
"Altro,Installazioni,Materiali speciali,Tecnologia",1340,45.451209,9.160854,2,841,9444034,16250
"Arredo,Illuminazione,Living,Materiali speciali,Product Design",1250,45.451209,9.160854,2,841,9444034,16250
"Arredo,Arte,Installazioni,Living,Product Design",573,45.451209,9.160854,2,841,9444034,16250
"Arredo,Arte,Moda,Gioielli,Illuminazione,Product Design",864,45.451209,9.160854,2,841,9444034,16250
Product Design,880,45.451209,9.160854,2,841,9444034,16250
"Arredo,Arte",863,45.451209,9.160854,2,841,9444034,16250
"Bagno,Product Design",1176,45.4515503,9.1616272,2,1675,9444034,16250
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design",994,45.4515503,9.1616272,2,1675,9444034,16250
"Architettura,Arredo,Cucina,Product Design",952,45.45121,9.16084,2,837,9444034,16250
"Installazioni,Product Design,Tecnologia",1419,45.451225,9.160838,2,844,9444034,16250
Arredo,596,45.451,9.160395,2,693,9444034,16250
Product Design,880,45.451209,9.160854,0,9,9444034,5990
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design",994,45.4515503,9.1616272,0,2,9444034,5990
"Arredo,Moda,Food & beverage,Giochi, giocattoli,Grafica,Installazioni",1315,45.4826862,9.248967,0,0,9265387,974
"Arredo,Moda,Food & beverage,Giochi, giocattoli,Grafica,Installazioni",1315,45.4826862,9.248967,2,75,9265387,3353
"Altro,Arredo,Arte,Esterni,Installazioni,Product Design,Tecnologia",1049,45.4819818,9.2491725,2,163,9265387,3353
"Arredo,Moda,Food & beverage,Giochi, giocattoli,Grafica,Installazioni",1315,45.4826862,9.248967,3,9,9265387,2282
"Altro,Arredo,Arte,Esterni,Installazioni,Product Design,Tecnologia",1049,45.4819818,9.2491725,3,31,9265387,2282
"Arredo,Moda,Food & beverage,Giochi, giocattoli,Grafica,Installazioni",1315,45.4826862,9.248967,1,8,9265387,2257
"Altro,Arredo,Arte,Esterni,Installazioni,Product Design,Tecnologia",1049,45.4819818,9.2491725,1,11,9265387,2257
,1119,45.452497,9.181029,2,91,9436898,18449
,1119,45.452497,9.181029,3,133,9436898,20917
"Architettura,Arredo,Cucina,Esterni,Installazioni,Living,Product Design",601,45.472815,9.195072,0,0,9322538,14019
"Architettura,Arredo,Living,Product Design",564,45.465952,9.200494,1,197,9358282,15578
"Architettura,Arredo,Living,Product Design",564,45.465952,9.200494,2,855,9358282,22037
"Architettura,Arredo,Living,Product Design",564,45.465952,9.200494,3,31,9358282,13076
"Arredo,Installazioni,Living",572,45.466203,9.2004087,3,37,9358282,13076
Arredo,1554,45.457715,9.184372,1,52,9408308,18955
Arredo,1554,45.457715,9.184372,2,168,9408308,27684
Arredo,1554,45.457715,9.184372,3,39,9408308,18318
"Arte,Grafica",1329,45.4566875,9.1842856,3,50,9408308,18318
"Food & beverage,Party,Product Design",1128,45.4566875,9.1842856,3,50,9408308,18318
"Altro,Arte,Bagno,Installazioni,Living,Party",87,45.456793,9.183733,3,50,9408308,18318
Illuminazione,550,45.465745,9.178904,1,113,9358269,36323
"Architettura,Installazioni",552,45.465745,9.178904,1,113,9358269,36323
"Arredo,Arte,Materiali speciali",1155,45.465745,9.178904,1,113,9358269,36323
"Arredo,Living",107,45.465745,9.178904,1,113,9358269,36323
"Architettura,Installazioni,Product Design",1408,45.465745,9.178904,1,113,9358269,36323
"Architettura,Arredo,Arte,Installazioni,Living,Materiali speciali,Product Design",650,45.465745,9.178904,1,113,9358269,36323
Illuminazione,550,45.465745,9.178904,2,326,9358269,57975
"Architettura,Installazioni",552,45.465745,9.178904,2,326,9358269,57975
"Arredo,Arte,Materiali speciali",1155,45.465745,9.178904,2,326,9358269,57975
"Arredo,Living",107,45.465745,9.178904,2,326,9358269,57975
"Architettura,Installazioni,Product Design",1408,45.465745,9.178904,2,326,9358269,57975
"Architettura,Arredo,Arte,Installazioni,Living,Materiali speciali,Product Design",650,45.465745,9.178904,2,326,9358269,57975
Illuminazione,550,45.465745,9.178904,3,68,9358269,33955
"Architettura,Installazioni",552,45.465745,9.178904,3,68,9358269,33955
"Arredo,Arte,Materiali speciali",1155,45.465745,9.178904,3,68,9358269,33955
"Arredo,Living",107,45.465745,9.178904,3,68,9358269,33955
"Architettura,Installazioni,Product Design",1408,45.465745,9.178904,3,68,9358269,33955
"Architettura,Arredo,Arte,Installazioni,Living,Materiali speciali,Product Design",650,45.465745,9.178904,3,68,9358269,33955
"Architettura,Arredo,Installazioni,Living,Product Design",954,45.463876,9.19761,3,113,9372576,60953
"Arredo,Arte,Bagno,Installazioni,Party,Product Design,Tecnologia",52,45.4638346,9.1984041,3,78,9372576,60953
"Arredo,Arte,Materiali speciali,Product Design",835,45.4639743,9.1975533,3,113,9372576,60953
"Architettura,Arredo,Installazioni,Living,Product Design",875,45.4632698,9.1977634,3,106,9372576,60953
"Architettura,Arredo,Illuminazione,Installazioni,Party,Product Design",1660,45.4637832,9.196994,3,122,9372576,60953
Product Design,1394,45.469334,9.19972,2,368,9336837,39061
"Arredo,Living",971,45.469334,9.19972,2,368,9336837,39061
"Arredo,Living",35,45.4695003,9.2000552,2,334,9336837,39061
"Arte,Illuminazione,Product Design",1065,45.4703289,9.1989297,2,178,9336837,39061
Product Design,1394,45.469334,9.19972,3,47,9336837,24602
"Arredo,Living",971,45.469334,9.19972,3,47,9336837,24602
"Arredo,Living",35,45.4695003,9.2000552,3,47,9336837,24602
"Arte,Illuminazione,Product Design",1065,45.4703289,9.1989297,3,22,9336837,24602
"Arredo,Arte,Installazioni,Materiali speciali",1439,45.448722,9.1610106,0,0,9458330,3765
"Arredo,Arte,Installazioni,Materiali speciali",1439,45.448722,9.1610106,1,173,9458330,5576
"Arredo,Arte,Installazioni,Materiali speciali",1439,45.448722,9.1610106,2,122,9458330,7448
"Arredo,Arte,Installazioni,Materiali speciali",1439,45.448722,9.1610106,3,162,9458330,7172
