categories,id_event,latitude,longitude,timeslot,position_count,cell,activity
"Altro,Arredo,Grafica,Installazioni,Materiali speciali,Product Design",946,45.4840151,9.2429341,3,334,9258235,21278
"Arredo,Installazioni,Materiali speciali,Product Design",940,45.483938,9.243236,0,0,9258235,8387
"Altro,Arte,Moda,Giochi, giocattoli,Gioielli,Grafica,Product Design",1266,45.48332,9.24245,0,0,9258235,8387
"Arredo,Moda,Gioielli,Product Design",1150,45.484253,9.244298,1,698,9251088,15014
"Architettura,Arredo,Arte,Living",844,45.484253,9.244298,1,698,9251088,15014
"Architettura,Arte,Bagno,Food & beverage,Giochi, giocattoli,Gioielli,Product Design",1212,45.484253,9.244298,1,698,9251088,15014
"Altro,Arredo,Arte,Illuminazione,Living,Product Design,Tecnologia",1165,45.484253,9.244298,1,698,9251088,15014
"Altro,Arte,Product Design",1303,45.4841916,9.2448054,1,533,9251088,15014
Arredo,1143,45.4841916,9.2448054,1,533,9251088,15014
Product Design,1013,45.4841916,9.2448054,1,533,9251088,15014
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,45.4841916,9.2448054,1,533,9251088,15014
"Arredo,Installazioni",850,45.4841916,9.2448054,1,533,9251088,15014
"Arredo,Moda,Gioielli,Product Design",1150,45.484253,9.244298,2,1459,9251088,24623
"Architettura,Arredo,Arte,Living",844,45.484253,9.244298,2,1459,9251088,24623
"Architettura,Arte,Bagno,Food & beverage,Giochi, giocattoli,Gioielli,Product Design",1212,45.484253,9.244298,2,1459,9251088,24623
"Altro,Arredo,Arte,Illuminazione,Living,Product Design,Tecnologia",1165,45.484253,9.244298,2,1459,9251088,24623
"Altro,Arte,Product Design",1303,45.4841916,9.2448054,2,995,9251088,24623
Arredo,1143,45.4841916,9.2448054,2,995,9251088,24623
Product Design,1013,45.4841916,9.2448054,2,995,9251088,24623
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,45.4841916,9.2448054,2,995,9251088,24623
"Arredo,Installazioni",850,45.4841916,9.2448054,2,995,9251088,24623
"Arredo,Moda,Gioielli,Product Design",1150,45.484253,9.244298,3,371,9251088,20308
"Architettura,Arredo,Arte,Living",844,45.484253,9.244298,3,371,9251088,20308
"Architettura,Arte,Bagno,Food & beverage,Giochi, giocattoli,Gioielli,Product Design",1212,45.484253,9.244298,3,371,9251088,20308
"Architettura,Arredo,Arte,Cucina,Moda,Food & beverage,Living,Party,Tecnologia",848,45.484253,9.244298,3,371,9251088,20308
"Altro,Arredo,Arte,Illuminazione,Living,Product Design,Tecnologia",1165,45.484253,9.244298,3,371,9251088,20308
"Altro,Arte,Product Design",1303,45.4841916,9.2448054,3,321,9251088,20308
Arredo,1143,45.4841916,9.2448054,3,321,9251088,20308
Product Design,1013,45.4841916,9.2448054,3,321,9251088,20308
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,45.4841916,9.2448054,3,321,9251088,20308
"Arredo,Installazioni",850,45.4841916,9.2448054,3,321,9251088,20308
"Arredo,Moda,Gioielli,Product Design",1150,45.484253,9.244298,0,0,9251088,8099
"Architettura,Arte,Bagno,Food & beverage,Giochi, giocattoli,Gioielli,Product Design",1212,45.484253,9.244298,0,0,9251088,8099
"Altro,Arte,Product Design",1303,45.4841916,9.2448054,0,0,9251088,8099
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,45.4841916,9.2448054,0,0,9251088,8099
"Conferenze, workshop",1546,45.472506,9.187719,2,1674,9322534,34423
"Conferenze, workshop,Giochi, giocattoli,Product Design",655,45.472506,9.187719,2,1674,9322534,34423
"Conferenze, workshop",1578,45.472506,9.187719,2,1674,9322534,34423
"Food & beverage,Party",1573,45.472506,9.187719,2,1674,9322534,34423
"Architettura,Arredo,Product Design",781,45.472506,9.187719,2,1674,9322534,34423
Bagno,1571,45.472506,9.187719,2,1674,9322534,34423
Arte,1115,45.472506,9.187719,2,1674,9322534,34423
"Conferenze, workshop,Giochi, giocattoli",673,45.472506,9.187719,2,1674,9322534,34423
Arte,1569,45.472506,9.187719,2,1674,9322534,34423
"Arredo,Conferenze, workshop,Materiali speciali,Product Design",1665,45.472506,9.187719,2,1674,9322534,34423
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design",1019,45.471946,9.187845,2,1562,9322534,34423
"Bagno,Party,Product Design",1093,45.472362,9.187842,2,1663,9322534,34423
"Architettura,Arredo,Bagno,Conferenze, workshop,Party",54,45.472362,9.187842,2,1663,9322534,34423
"Architettura,Arredo,Bagno,Living",783,45.472362,9.187842,2,1663,9322534,34423
"Architettura,Arredo,Arte,Food & beverage,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design",869,45.47243,9.18837,2,1388,9322534,34423
Cucina,798,45.4728008,9.1871505,2,2124,9322534,34423
"Architettura,Arredo,Living,Product Design",739,45.4719867,9.188147,2,1431,9322534,34423
"Altro,Arredo,Cucina,Esterni,Installazioni,Materiali speciali,Product Design",1134,45.4719867,9.188147,2,1431,9322534,34423
"Illuminazione,Living,Product Design,Tecnologia",1447,45.4724958,9.1876391,2,1764,9322534,34423
"Conferenze, workshop",1546,45.472506,9.187719,3,676,9322534,25684
"Party,Product Design",654,45.472506,9.187719,3,676,9322534,25684
"Conferenze, workshop,Giochi, giocattoli,Product Design",655,45.472506,9.187719,3,676,9322534,25684
"Conferenze, workshop",1578,45.472506,9.187719,3,676,9322534,25684
"Architettura,Arredo,Product Design",781,45.472506,9.187719,3,676,9322534,25684
"Food & beverage,Party",1572,45.472506,9.187719,3,676,9322534,25684
"Arredo,Party",1576,45.472506,9.187719,3,676,9322534,25684
Bagno,1571,45.472506,9.187719,3,676,9322534,25684
Arte,1115,45.472506,9.187719,3,676,9322534,25684
"Conferenze, workshop,Giochi, giocattoli",673,45.472506,9.187719,3,676,9322534,25684
Arte,1569,45.472506,9.187719,3,676,9322534,25684
"Arredo,Conferenze, workshop,Materiali speciali,Product Design",1665,45.472506,9.187719,3,676,9322534,25684
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design",1019,45.471946,9.187845,3,599,9322534,25684
"Bagno,Party,Product Design",1093,45.472362,9.187842,3,651,9322534,25684
"Architettura,Arredo,Bagno,Conferenze, workshop,Party",54,45.472362,9.187842,3,651,9322534,25684
"Architettura,Arredo,Bagno,Living",783,45.472362,9.187842,3,651,9322534,25684
"Architettura,Arredo,Arte,Food & beverage,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design",869,45.47243,9.18837,3,550,9322534,25684
Cucina,798,45.4728008,9.1871505,3,743,9322534,25684
"Architettura,Arredo,Living,Product Design",739,45.4719867,9.188147,3,518,9322534,25684
"Altro,Arredo,Cucina,Esterni,Installazioni,Materiali speciali,Product Design",1134,45.4719867,9.188147,3,518,9322534,25684
"Illuminazione,Living,Product Design,Tecnologia",1447,45.4724958,9.1876391,3,683,9322534,25684
"Conferenze, workshop,Giochi, giocattoli,Product Design",655,45.472506,9.187719,1,1006,9322534,18085
"Food & beverage,Party",1573,45.472506,9.187719,1,1006,9322534,18085
"Architettura,Arredo,Product Design",781,45.472506,9.187719,1,1006,9322534,18085
Bagno,1571,45.472506,9.187719,1,1006,9322534,18085
Arte,1115,45.472506,9.187719,1,1006,9322534,18085
"Conferenze, workshop,Giochi, giocattoli",673,45.472506,9.187719,1,1006,9322534,18085
Arte,1569,45.472506,9.187719,1,1006,9322534,18085
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design",1019,45.471946,9.187845,1,801,9322534,18085
"Architettura,Arredo,Arte,Food & beverage,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design",869,45.47243,9.18837,1,710,9322534,18085
Cucina,798,45.4728008,9.1871505,1,1113,9322534,18085
"Architettura,Arredo,Living,Product Design",739,45.4719867,9.188147,1,709,9322534,18085
"Altro,Arredo,Cucina,Esterni,Installazioni,Materiali speciali,Product Design",1134,45.4719867,9.188147,1,709,9322534,18085
"Illuminazione,Living,Product Design,Tecnologia",1447,45.4724958,9.1876391,1,1018,9322534,18085
"Arredo,Party",1576,45.472506,9.187719,0,5,9322534,7458
Cucina,798,45.4728008,9.1871505,0,19,9322534,7458
Moda,1548,45.474713,9.183705,1,335,9308236,16903
"Altro,Arredo,Bagno,Living,Product Design",807,45.474713,9.183705,1,335,9308236,16903
"Arredo,Product Design",884,45.474802,9.1835085,1,312,9308236,16903
"Altro,Arredo,Living",1650,45.474478,9.1835085,1,276,9308236,16903
Moda,1548,45.474713,9.183705,2,807,9308236,40274
"Altro,Arredo,Bagno,Living,Product Design",807,45.474713,9.183705,2,807,9308236,40274
"Arredo,Product Design",884,45.474802,9.1835085,2,649,9308236,40274
"Altro,Arredo,Living",1650,45.474478,9.1835085,2,685,9308236,40274
Moda,1548,45.474713,9.183705,3,338,9308236,37211
"Altro,Arredo,Bagno,Living,Product Design",807,45.474713,9.183705,3,338,9308236,37211
"Arredo,Product Design",884,45.474802,9.1835085,3,405,9308236,37211
"Altro,Arredo,Living",1650,45.474478,9.1835085,3,286,9308236,37211
"Food & beverage,Living,Product Design",42,45.469365,9.188341,3,202,9336830,32559
"Esterni,Product Design",604,45.4693909,9.1868108,3,258,9336830,32559
"Esterni,Living,Product Design",45,45.4696061,9.18812,3,210,9336830,32559
"Architettura,Arredo,Esterni,Living,Product Design",749,45.469803,9.18716,3,197,9336830,32559
"Altro,Architettura,Arredo,Living,Product Design",750,45.4692504,9.1868595,3,235,9336830,32559
"Arredo,Bagno,Illuminazione,Living,Product Design",780,45.4693438,9.1882173,3,202,9336830,32559
"Architettura,Living,Product Design,Tecnologia",701,45.47029,9.18781,3,171,9336830,32559
"Arredo,Cucina,Food & beverage,Party,Product Design",1411,45.460588,9.190227,1,151,9386868,24793
"Altro,Arredo,Cucina,Moda,Food & beverage,Giochi, giocattoli,Illuminazione,Living,Party,Product Design",1190,45.4609179,9.1906039,1,137,9386868,24793
"Arredo,Living,Party,Product Design",1406,45.4614745,9.1905653,1,99,9386868,24793
"Arredo,Cucina,Food & beverage,Party,Product Design",1411,45.460588,9.190227,2,383,9386868,40682
"Altro,Arredo,Cucina,Moda,Food & beverage,Giochi, giocattoli,Illuminazione,Living,Party,Product Design",1190,45.4609179,9.1906039,2,365,9386868,40682
"Arredo,Living,Party,Product Design",1406,45.4614745,9.1905653,2,236,9386868,40682
"Arredo,Cucina,Food & beverage,Party,Product Design",1411,45.460588,9.190227,3,127,9386868,23634
"Altro,Arredo,Cucina,Moda,Food & beverage,Giochi, giocattoli,Illuminazione,Living,Party,Product Design",1190,45.4609179,9.1906039,3,127,9386868,23634
"Arredo,Living,Party,Product Design",1406,45.4614745,9.1905653,3,95,9386868,23634
"Arte,Installazioni",1301,45.4381541,9.2059908,0,0,9515541,4659
"Arte,Installazioni",1301,45.4381541,9.2059908,3,1,9515541,7168
"Arte,Moda,Grafica,Materiali speciali,Party,Product Design",1299,45.486574,9.186747,3,184,9243905,34711
"Altro,Architettura,Arredo,Arte,Materiali speciali,Product Design",556,45.472474,9.193993,1,84,9322538,37050
"Altro,Architettura,Arredo,Living,Product Design",794,45.472474,9.193993,1,84,9322538,37050
"Architettura,Arredo,Cucina,Esterni,Installazioni,Living,Product Design",601,45.472815,9.195072,1,70,9322538,37050
Arredo,676,45.4716489,9.1945804,1,59,9322538,37050
"Altro,Architettura,Arredo,Arte,Materiali speciali,Product Design",556,45.472474,9.193993,2,116,9322538,59106
"Altro,Architettura,Arredo,Living,Product Design",794,45.472474,9.193993,2,116,9322538,59106
"Architettura,Arredo,Cucina,Esterni,Installazioni,Living,Product Design",601,45.472815,9.195072,2,184,9322538,59106
Arredo,676,45.4716489,9.1945804,2,134,9322538,59106
"Altro,Architettura,Arredo,Arte,Materiali speciali,Product Design",556,45.472474,9.193993,3,100,9322538,38616
"Altro,Architettura,Arredo,Living,Product Design",794,45.472474,9.193993,3,100,9322538,38616
"Architettura,Arredo,Cucina,Esterni,Installazioni,Living,Product Design",601,45.472815,9.195072,3,54,9322538,38616
"Arredo,Moda,Installazioni",1598,45.4718294,9.1949027,3,125,9322538,38616
Arredo,676,45.4716489,9.1945804,3,130,9322538,38616
"Architettura,Arredo",1238,45.466195,9.206869,3,40,9358286,17835
"Arredo,Product Design",606,45.466195,9.206869,3,40,9358286,17835
"Architettura,Arredo",1238,45.466195,9.206869,1,21,9358286,14211
"Architettura,Arredo",1238,45.466195,9.206869,2,47,9358286,19193
"Arredo,Product Design",606,45.466195,9.206869,2,47,9358286,19193
"Architettura,Arredo,Arte,Illuminazione,Installazioni,Living,Product Design",900,45.474479,9.186925,1,1142,9308238,19298
Bagno,867,45.4750096,9.1870127,1,1009,9308238,19298
"Architettura,Arredo,Cucina,Materiali speciali,Product Design",33,45.4741986,9.1870616,1,1055,9308238,19298
Materiali speciali,886,45.4741986,9.1870616,1,1055,9308238,19298
"Arredo,Bagno,Esterni,Living,Product Design",821,45.474881,9.187224,1,975,9308238,19298
"Arredo,Bagno,Cucina,Living,Product Design",797,45.4748584,9.1870063,1,1000,9308238,19298
"Arredo,Arte,Illuminazione,Installazioni,Product Design",1197,45.4748584,9.1870063,1,1000,9308238,19298
"Arredo,Arte,Esterni,Illuminazione,Product Design",756,45.474881,9.187224,1,975,9308238,19298
"Altro,Architettura,Arredo,Arte,Illuminazione,Living",713,45.474492,9.187107,1,1136,9308238,19298
"Architettura,Arredo,Living,Product Design",685,45.4751614,9.1871318,1,978,9308238,19298
,1133,45.4751614,9.1871318,1,978,9308238,19298
"Arredo,Illuminazione,Living,Product Design",40,45.4751614,9.1871318,1,978,9308238,19298
"Architettura,Arredo,Materiali speciali,Product Design",709,45.4748153,9.1871265,1,985,9308238,19298
"Altro,Architettura,Bagno,Esterni",717,45.4745038,9.188312,1,724,9308238,19298
"Arredo,Bagno,Product Design",784,45.4748153,9.1871265,1,985,9308238,19298
"Arredo,Cucina,Living,Product Design",708,45.4748209,9.1868156,1,1066,9308238,19298
"Conferenze, workshop,Product Design",1035,45.4748209,9.1868156,1,1066,9308238,19298
"Cucina,Living,Tecnologia",744,45.4745038,9.188312,1,724,9308238,19298
"Architettura,Arredo,Arte,Illuminazione,Installazioni,Living,Product Design",900,45.474479,9.186925,2,1871,9308238,32076
Bagno,867,45.4750096,9.1870127,2,1708,9308238,32076
"Architettura,Arredo,Cucina,Materiali speciali,Product Design",33,45.4741986,9.1870616,2,1921,9308238,32076
Materiali speciali,886,45.4741986,9.1870616,2,1921,9308238,32076
"Arredo,Bagno,Esterni,Living,Product Design",821,45.474881,9.187224,2,1631,9308238,32076
"Arredo,Bagno,Cucina,Living,Product Design",797,45.4748584,9.1870063,2,1703,9308238,32076
"Arredo,Arte,Illuminazione,Installazioni,Product Design",1197,45.4748584,9.1870063,2,1703,9308238,32076
"Arredo,Arte,Esterni,Illuminazione,Product Design",756,45.474881,9.187224,2,1631,9308238,32076
"Altro,Architettura,Arredo,Arte,Illuminazione,Living",713,45.474492,9.187107,2,1802,9308238,32076
"Architettura,Arredo,Living,Product Design",685,45.4751614,9.1871318,2,1657,9308238,32076
Arredo,870,45.4751614,9.1871318,2,1657,9308238,32076
,1133,45.4751614,9.1871318,2,1657,9308238,32076
"Arredo,Illuminazione,Living,Product Design",40,45.4751614,9.1871318,2,1657,9308238,32076
"Architettura,Arredo,Materiali speciali,Product Design",709,45.4748153,9.1871265,2,1688,9308238,32076
"Altro,Architettura,Bagno,Esterni",717,45.4745038,9.188312,2,1244,9308238,32076
"Arredo,Bagno,Product Design",784,45.4748153,9.1871265,2,1688,9308238,32076
"Arredo,Cucina,Living,Product Design",708,45.4748209,9.1868156,2,1818,9308238,32076
"Cucina,Living,Tecnologia",744,45.4745038,9.188312,2,1244,9308238,32076
"Architettura,Arredo,Arte,Illuminazione,Installazioni,Living,Product Design",900,45.474479,9.186925,3,527,9308238,27310
Bagno,867,45.4750096,9.1870127,3,541,9308238,27310
"Architettura,Arredo,Cucina,Materiali speciali,Product Design",33,45.4741986,9.1870616,3,535,9308238,27310
Materiali speciali,886,45.4741986,9.1870616,3,535,9308238,27310
"Arredo,Bagno,Esterni,Living,Product Design",821,45.474881,9.187224,3,535,9308238,27310
"Arredo,Bagno,Cucina,Living,Product Design",797,45.4748584,9.1870063,3,539,9308238,27310
"Arredo,Arte,Illuminazione,Installazioni,Product Design",1197,45.4748584,9.1870063,3,539,9308238,27310
"Arredo,Arte,Esterni,Illuminazione,Product Design",756,45.474881,9.187224,3,535,9308238,27310
"Altro,Architettura,Arredo,Arte,Illuminazione,Living",713,45.474492,9.187107,3,532,9308238,27310
"Architettura,Arredo,Living,Product Design",685,45.4751614,9.1871318,3,518,9308238,27310
Arredo,870,45.4751614,9.1871318,3,518,9308238,27310
,1133,45.4751614,9.1871318,3,518,9308238,27310
"Arredo,Illuminazione,Living,Product Design",40,45.4751614,9.1871318,3,518,9308238,27310
"Architettura,Arredo,Materiali speciali,Product Design",709,45.4748153,9.1871265,3,543,9308238,27310
"Altro,Architettura,Bagno,Esterni",717,45.4745038,9.188312,3,477,9308238,27310
"Arredo,Bagno,Product Design",784,45.4748153,9.1871265,3,543,9308238,27310
"Arredo,Cucina,Living,Product Design",708,45.4748209,9.1868156,3,536,9308238,27310
"Cucina,Living,Tecnologia",744,45.4745038,9.188312,3,477,9308238,27310
"Altro,Arredo,Bagno,Giochi, giocattoli,Materiali speciali,Product Design",1525,45.482529,9.244722,0,0,9265384,3482
"Altro,Arredo,Conferenze, workshop,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Living,Materiali speciali,Party,Product Design",73,45.482529,9.244722,0,0,9265384,3482
"Arredo,Arte,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design",1637,45.482529,9.244722,0,0,9265384,3482
"Altro,Arredo,Bagno,Giochi, giocattoli,Materiali speciali,Product Design",1525,45.482529,9.244722,1,380,9265384,6547
"Altro,Arredo,Gioielli,Illuminazione,Product Design,Tecnologia",1139,45.482529,9.244722,1,380,9265384,6547
"Moda,Gioielli,Product Design",1195,45.482529,9.244722,1,380,9265384,6547
"Altro,Arredo,Conferenze, workshop,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Living,Materiali speciali,Party,Product Design",73,45.482529,9.244722,1,380,9265384,6547
"Arredo,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1531,45.482529,9.244722,1,380,9265384,6547
"Architettura,Arredo,Product Design",906,45.482529,9.244722,1,380,9265384,6547
"Arredo,Arte,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design",1637,45.482529,9.244722,1,380,9265384,6547
"Arredo,Grafica,Product Design",1646,45.482529,9.244722,1,380,9265384,6547
"Altro,Arredo,Bagno,Giochi, giocattoli,Materiali speciali,Product Design",1525,45.482529,9.244722,2,333,9265384,10994
"Altro,Arredo,Gioielli,Illuminazione,Product Design,Tecnologia",1139,45.482529,9.244722,2,333,9265384,10994
"Moda,Gioielli,Product Design",1195,45.482529,9.244722,2,333,9265384,10994
"Architettura,Conferenze, workshop",1559,45.482529,9.244722,2,333,9265384,10994
,1560,45.482529,9.244722,2,333,9265384,10994
"Altro,Arredo,Conferenze, workshop,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Living,Materiali speciali,Party,Product Design",73,45.482529,9.244722,2,333,9265384,10994
"Architettura,Conferenze, workshop,Food & beverage",1551,45.482529,9.244722,2,333,9265384,10994
Moda,1073,45.482529,9.244722,2,333,9265384,10994
"Arredo,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1531,45.482529,9.244722,2,333,9265384,10994
"Architettura,Arredo,Product Design",906,45.482529,9.244722,2,333,9265384,10994
"Arredo,Arte,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design",1637,45.482529,9.244722,2,333,9265384,10994
"Arredo,Grafica,Product Design",1646,45.482529,9.244722,2,333,9265384,10994
"Altro,Arredo,Bagno,Giochi, giocattoli,Materiali speciali,Product Design",1525,45.482529,9.244722,3,180,9265384,8828
"Altro,Arredo,Gioielli,Illuminazione,Product Design,Tecnologia",1139,45.482529,9.244722,3,180,9265384,8828
"Moda,Gioielli,Product Design",1195,45.482529,9.244722,3,180,9265384,8828
,1560,45.482529,9.244722,3,180,9265384,8828
"Altro,Arredo,Conferenze, workshop,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Living,Materiali speciali,Party,Product Design",73,45.482529,9.244722,3,180,9265384,8828
Moda,1073,45.482529,9.244722,3,180,9265384,8828
"Arredo,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1531,45.482529,9.244722,3,180,9265384,8828
"Architettura,Arredo,Product Design",906,45.482529,9.244722,3,180,9265384,8828
"Arredo,Arte,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design",1637,45.482529,9.244722,3,180,9265384,8828
"Arredo,Grafica,Product Design",1646,45.482529,9.244722,3,180,9265384,8828
"Altro,Architettura,Arredo,Arte,Living,Materiali speciali,Product Design,Tecnologia",592,45.465645,9.20262,2,552,9358283,21145
"Architettura,Arredo,Living,Product Design",1362,45.4656812,9.2029051,2,514,9358283,21145
"Arredo,Arte,Installazioni",1648,45.4660736,9.2021529,2,652,9358283,21145
"Altro,Architettura,Arredo,Arte,Living,Materiali speciali,Product Design,Tecnologia",592,45.465645,9.20262,3,18,9358283,12715
"Architettura,Arredo,Living,Product Design",1362,45.4656812,9.2029051,3,11,9358283,12715
"Arredo,Arte,Installazioni",1648,45.4660736,9.2021529,3,19,9358283,12715
"Altro,Architettura,Arredo,Arte,Living,Materiali speciali,Product Design,Tecnologia",592,45.465645,9.20262,1,119,9358283,15013
"Architettura,Arredo,Living,Product Design",1362,45.4656812,9.2029051,1,116,9358283,15013
"Arredo,Arte,Installazioni",1648,45.4660736,9.2021529,1,143,9358283,15013
"Food & beverage,Installazioni,Party",1348,45.450964,9.211446,0,19,9444064,6134
"Food & beverage,Installazioni,Party",1348,45.450964,9.211446,3,47,9444064,11538
"Architettura,Arredo,Bagno,Cucina,Grafica,Materiali speciali,Product Design",1568,45.450964,9.211446,3,47,9444064,11538
"Food & beverage,Installazioni,Party",1348,45.450964,9.211446,2,141,9444064,11207
"Architettura,Arredo,Bagno,Cucina,Grafica,Materiali speciali,Product Design",1568,45.450964,9.211446,2,141,9444064,11207
"Food & beverage,Installazioni,Party",1348,45.450964,9.211446,1,100,9444064,9334
"Architettura,Arredo,Bagno,Cucina,Grafica,Materiali speciali,Product Design",1568,45.450964,9.211446,1,100,9444064,9334
"Altro,Arredo,Moda,Gioielli,Illuminazione,Installazioni,Party",1277,45.487337,9.188244,3,207,9236758,27052
Gioielli,1630,45.487337,9.188244,3,207,9236758,27052
"Altro,Arredo,Moda,Gioielli,Illuminazione,Installazioni,Party",1277,45.487337,9.188244,1,316,9236758,21384
"Altro,Arredo,Moda,Gioielli,Illuminazione,Installazioni,Party",1277,45.487337,9.188244,2,105,9236758,29216
"Cucina,Materiali speciali",1160,45.471165,9.184103,1,717,9329680,28877
"Conferenze, workshop,Illuminazione",1179,45.4714509,9.1844023,1,845,9329680,28877
"Architettura,Arredo,Arte,Grafica,Installazioni",97,45.4714948,9.1847113,1,833,9329680,28877
"Architettura,Installazioni,Product Design",110,45.47051,9.18451,1,509,9329680,28877
Altro,1060,45.4705554,9.1845522,1,534,9329680,28877
"Altro,Architettura,Arredo,Arte,Living,Product Design",820,45.4714159,9.1842753,1,789,9329680,28877
"Architettura,Arredo,Grafica,Product Design",823,45.4714562,9.1848642,1,835,9329680,28877
"Arredo,Moda,Product Design",684,45.4710069,9.1844202,1,700,9329680,28877
"Altro,Architettura,Product Design",755,45.47058,9.18363,1,393,9329680,28877
Product Design,1285,45.4710693,9.1844009,1,701,9329680,28877
"Cucina,Materiali speciali",1160,45.471165,9.184103,2,1507,9329680,58483
"Conferenze, workshop,Illuminazione",1179,45.4714509,9.1844023,2,1889,9329680,58483
"Architettura,Arredo,Arte,Grafica,Installazioni",97,45.4714948,9.1847113,2,1907,9329680,58483
"Architettura,Installazioni,Product Design",110,45.47051,9.18451,2,970,9329680,58483
Altro,1060,45.4705554,9.1845522,2,994,9329680,58483
"Altro,Architettura,Arredo,Arte,Living,Product Design",820,45.4714159,9.1842753,2,1874,9329680,58483
"Arredo,Illuminazione,Living,Product Design",799,45.4714562,9.1848642,2,1869,9329680,58483
"Architettura,Arredo,Grafica,Product Design",823,45.4714562,9.1848642,2,1869,9329680,58483
"Arredo,Moda,Product Design",684,45.4710069,9.1844202,2,1559,9329680,58483
"Altro,Architettura,Product Design",755,45.47058,9.18363,2,915,9329680,58483
Product Design,1285,45.4710693,9.1844009,2,1648,9329680,58483
"Cucina,Materiali speciali",1160,45.471165,9.184103,3,708,9329680,49985
"Architettura,Arredo,Arte,Grafica,Installazioni",97,45.4714948,9.1847113,3,847,9329680,49985
"Architettura,Installazioni,Product Design",110,45.47051,9.18451,3,566,9329680,49985
Altro,1060,45.4705554,9.1845522,3,585,9329680,49985
"Altro,Architettura,Arredo,Arte,Living,Product Design",820,45.4714159,9.1842753,3,801,9329680,49985
"Product Design,Tecnologia",719,45.47087,9.18348,3,434,9329680,49985
"Arredo,Illuminazione,Living,Product Design",799,45.4714562,9.1848642,3,847,9329680,49985
"Architettura,Arredo,Grafica,Product Design",823,45.4714562,9.1848642,3,847,9329680,49985
"Arredo,Moda,Product Design",684,45.4710069,9.1844202,3,713,9329680,49985
"Altro,Architettura,Product Design",755,45.47058,9.18363,3,401,9329680,49985
Product Design,1285,45.4710693,9.1844009,3,720,9329680,49985
"Food & beverage,Installazioni,Party,Product Design,Tecnologia",249,45.476782,9.21489,3,23,9293958,11239
Party,1076,45.443333,9.185669,3,5,9486937,3714
"Arredo,Arte,Installazioni,Living,Materiali speciali,Product Design",855,45.453694,9.162932,1,285,9429739,16295
Materiali speciali,986,45.453714,9.1627682,1,287,9429739,16295
"Arredo,Giochi, giocattoli,Product Design",664,45.4535803,9.1621007,1,269,9429739,16295
,1223,45.453908,9.163139,1,256,9429739,16295
Materiali speciali,657,45.4537785,9.1629472,1,285,9429739,16295
"Cucina,Installazioni",667,45.4537785,9.1629472,1,285,9429739,16295
Materiali speciali,672,45.45383,9.1629,1,274,9429739,16295
,1638,45.4537215,9.1625376,1,298,9429739,16295
"Arredo,Arte,Installazioni,Living,Materiali speciali,Product Design",855,45.453694,9.162932,2,751,9429739,31581
Materiali speciali,986,45.453714,9.1627682,2,765,9429739,31581
"Arredo,Giochi, giocattoli,Product Design",664,45.4535803,9.1621007,2,807,9429739,31581
,1223,45.453908,9.163139,2,694,9429739,31581
Materiali speciali,657,45.4537785,9.1629472,2,708,9429739,31581
"Cucina,Installazioni",667,45.4537785,9.1629472,2,708,9429739,31581
Materiali speciali,672,45.45383,9.1629,2,701,9429739,31581
,1638,45.4537215,9.1625376,2,798,9429739,31581
"Arredo,Arte,Installazioni,Living,Materiali speciali,Product Design",855,45.453694,9.162932,3,321,9429739,27643
Materiali speciali,986,45.453714,9.1627682,3,275,9429739,27643
"Arredo,Giochi, giocattoli,Product Design",664,45.4535803,9.1621007,3,233,9429739,27643
,1223,45.453908,9.163139,3,357,9429739,27643
Materiali speciali,657,45.4537785,9.1629472,3,271,9429739,27643
"Cucina,Installazioni",667,45.4537785,9.1629472,3,271,9429739,27643
Materiali speciali,672,45.45383,9.1629,3,271,9429739,27643
,1638,45.4537215,9.1625376,3,263,9429739,27643
"Moda,Product Design",897,45.473158,9.209432,1,126,9315399,26327
Product Design,638,45.473158,9.209432,1,126,9315399,26327
"Architettura,Arredo,Product Design",846,45.473158,9.209432,1,126,9315399,26327
